Question,Answer,Category,Language
மூன்று ஒன்றுகளை கொண்டு 6 பெறுவது எப்படி?,(1+1+1)! = 6,Mathematical,Tamil
நான்கு நான்குகளை கொண்டு 16 பெறுவது எப்படி?,4×4×(4÷4),Mathematical,Tamil
ஆறு ஆறுகளை கொண்டு 7 உருவாக்குங்கள்.,6÷6+6÷6+6÷6,Mathematical,Tamil
ஒரு வாரத்தில் எத்தனை நாட்கள்?,7,Mathematical,Tamil
ஒரு நிமிடத்தில் எத்தனை வினாடிகள்?,60,Mathematical,Tamil
ஒரு நாளில் எத்தனை மணி நேரம்?,24,Mathematical,Tamil
ஒரு வருடத்தில் எத்தனை வாரங்கள்?,52,Mathematical,Tamil
பிப்ரவரி மாதத்தில் உள்ள நாட்கள் என்ன?,28 அல்லது 29 (லீப் ஆண்டு),Mathematical,Tamil
அரை மணி நேரம் என்பது எத்தனை வினாடிகள்?,1800,Mathematical,Tamil
ஒரு மாதத்தில் அதிகபட்சம் எத்தனை நாட்கள் இருக்கும்?,31,Mathematical,Tamil
ஒரு நூற்றாண்டில் எத்தனை ஆண்டுகள்?,100,Mathematical,Tamil
கால் மணி நேரம் என்பது எத்தனை நிமிடங்கள்?,15,Mathematical,Tamil
ஒரு வாரத்தில் எத்தனை மணி நேரங்கள்?,168,Mathematical,Tamil
முக்கோணத்தின் கோணங்கள் மொத்தம் எத்தனை டிகிரி?,180°,Mathematical,Tamil
சதுரத்திற்கு எத்தனை பக்கங்கள் உண்டு?,4,Mathematical,Tamil
வட்டத்தின் கோணங்கள் மொத்தம் எத்தனை டிகிரி?,360°,Mathematical,Tamil
ஒரு சதுரத்தின் பரப்பளவு கணக்கிட என்ன சூத்திரம்?,பக்கம் × பக்கம் (a²),Mathematical,Tamil
ஐந்து பக்கங்கள் கொண்ட வடிவம் என்ன?,ஐங்கோணம் (Pentagon),Mathematical,Tamil
ஒரு கனசதுரத்திற்கு எத்தனை முகங்கள் உண்டு?,6,Mathematical,Tamil
வட்டத்தின் விட்டம் 10 செமீ என்றால் ஆரம் என்ன?,5 செமீ,Mathematical,Tamil
நேர்கோணம் என்பது எத்தனை டிகிரி?,90°,Mathematical,Tamil
ஒரு செவ்வகத்தின் சுற்றளவு கணக்கிட என்ன சூத்திரம்?,2×(நீளம் + அகலம்),Mathematical,Tamil
ஆறு பக்கங்கள் கொண்ட வடிவம் எப்படி அழைக்கப்படும்?,அறுகோணம் (Hexagon),Mathematical,Tamil
நூற்றின் ஐந்து சதவீதம் என்ன?,5,Mathematical,Tamil
அரை என்பது எந்த பின்னத்திற்கு சமம்?,1/2,Mathematical,Tamil
200-ல் 25 சதவீதம் என்னவாகும்?,50,Mathematical,Tamil
முக்கால் என்பது எந்த தசம எண்ணுக்கு சமம்?,0.75,Mathematical,Tamil
50-ல் 10 சதவீதம் என்னவாகும்?,5,Mathematical,Tamil
கால் என்பது எந்த பின்னத்திற்கு சமம்?,1/4,Mathematical,Tamil
80-ல் 20 சதவீதம் என்ன?,16,Mathematical,Tamil
1/3 + 1/3 என்னவாகும்?,2/3,Mathematical,Tamil
ஒரு கிலோவில் 250 கிராம் என்பது எத்தனை சதவீதம்?,25%,Mathematical,Tamil
1000-ல் 5 சதவீதம் கழித்தால் மிச்சம் என்ன?,950,Mathematical,Tamil
பதினாறின் வர்க்கமூலம் என்ன?,4,Mathematical,Tamil
27-இன் கன வர்க்க மூலம் என்ன?,3,Mathematical,Tamil
12-இன் வர்க்கம் என்ன?,144,Mathematical,Tamil
5-இன் கன வர்க்கம் என்ன?,125,Mathematical,Tamil
√81 என்னவாகும்?,9,Mathematical,Tamil
2-இன் பத்தாவது வர்க்கம் என்ன?,1024,Mathematical,Tamil
100-இன் வர்க்கமூலம் என்ன?,10,Mathematical,Tamil
8-இன் கன வர்க்கம் என்ன?,512,Mathematical,Tamil
√144 என்னவாகும்?,12,Mathematical,Tamil
13-இன் வர்க்கம் எத்தனை?,169,Mathematical,Tamil
ஒரு வண்டியில் 4 சக்கரங்கள். 6 வண்டிகளில் மொத்தம் எத்தனை சக்கரங்கள்?,24,Mathematical,Tamil
ஒரு வகுப்பில் 30 மாணவர்கள். பாதி பேர் சென்றால் மிச்சம் எத்தனை?,15,Mathematical,Tamil
5 ரூபாய்க்கு 3 வாழைப்பழம் என்றால் 15 ரூபாய்க்கு எத்தனை கிடைக்கும்?,9,Mathematical,Tamil
ஒரு நாளில் ராமு 8 மணி நேரம் தூங்குகிறார். ஒரு வாரத்தில் எத்தனை மணி நேரம் தூங்குவார்?,56,Mathematical,Tamil
12 முட்டைகளில் 3 உடைந்தன. மீதம் எத்தனை முட்டைகள்?,9,Mathematical,Tamil
ஒரு நூலகத்தில் 500 புத்தகங்கள். 125 புத்தகங்கள் கடனாக சென்றன. மிச்சம் எத்தனை?,375,Mathematical,Tamil
ஒரு கடையில் 10 சட்டைகள் ஒவ்வொன்றும் 250 ரூபாய். மொத்த விலை என்ன?,2500 ரூபாய்,Mathematical,Tamil
கவிதா 100 மீ ஓட 20 வினாடி எடுக்கிறாள். 500 மீ ஓட எத்தனை வினாடி?,100 வினாடிகள்,Mathematical,Tamil
ஒரு தோட்டத்தில் 7 வரிசை மரங்கள். ஒவ்வொரு வரிசையிலும் 8 மரங்கள். மொத்தம் எத்தனை?,56,Mathematical,Tamil
ஒரு பையில் 100 பழங்கள். 4 குழந்தைகளுக்கு சமமாக பகிர்ந்தால் ஒவ்வொருவருக்கும் எத்தனை?,25,Mathematical,Tamil
"2, 4, 6, 8, ___ அடுத்தது என்ன?",10,Mathematical,Tamil
"1, 1, 2, 3, 5, 8, ___ அடுத்தது என்ன?",13 (Fibonacci),Mathematical,Tamil
"3, 9, 27, 81, ___ அடுத்தது என்ன?",243,Mathematical,Tamil
"100, 90, 80, 70, ___ அடுத்தது என்ன?",60,Mathematical,Tamil
"1, 4, 9, 16, 25, ___ அடுத்தது என்ன?",36 (வர்க்க எண்கள்),Mathematical,Tamil
"2, 6, 12, 20, 30, ___ அடுத்தது என்ன?",42,Mathematical,Tamil
"5, 10, 20, 40, ___ அடுத்தது என்ன?",80,Mathematical,Tamil
"1, 8, 27, 64, ___ அடுத்தது என்ன?",125 (கன வர்க்கங்கள்),Mathematical,Tamil
"0, 3, 8, 15, 24, ___ அடுத்தது என்ன?",35 (n²-1 தொடர்),Mathematical,Tamil
"1, 2, 4, 7, 11, 16, ___ அடுத்தது என்ன?",22,Mathematical,Tamil
காலையில் உணவுக்கு சாப்பிட முடியாத 2 உணவுகள் யாவை?,"மதிய உணவு, இரவு உணவு",Mathematical,Tamil
ஒரு கோழி ஒரு நாளில் ஒரு முட்டை இட்டால் ஒரு வாரத்தில் எத்தனை முட்டை?,7,Mathematical,Tamil
10 பேர் 10 நிமிடத்தில் 10 வேலை செய்தால் 1 பேர் 1 வேலை செய்ய எத்தனை நிமிடம்?,10 நிமிடம்,Mathematical,Tamil
ஒரு கடல்கப்பல் ஏணி கீழிருந்து 6 படிகள் நீரில் உள்ளது. நீர் 3 படி உயர்ந்தால் எத்தனை படிகள் மூழ்கும்?,6 (கப்பல் மிதக்கும்),Mathematical,Tamil
நீங்கள் மூன்றாவது இடத்தில் ஓடுகிறீர்கள். இரண்டாவது இடத்தில் உள்ளவரை முந்தினால் என்ன இடம்?,இரண்டாவது இடம்,Mathematical,Tamil
ஒரு வீட்டில் 4 மூலைகள் உள்ளன. ஒவ்வொரு மூலையிலும் ஒரு பூனை. ஒவ்வொரு பூனையும் 3 பூனைகளை பார்க்கும். மொத்தம் எத்தனை பூனைகள்?,4,Mathematical,Tamil
இரண்டு தந்தைகளும் இரண்டு மகன்களும் சேர்ந்து மீன் பிடித்தார்கள். ஒவ்வொருவரும் ஒரு மீன் பிடித்தார்கள். மொத்தம் 3 மீன். எப்படி?,"தாத்தா, அப்பா, பேரன் — 3 பேர்தான்",Mathematical,Tamil
ஒரு பாட்டில் நிறை பாதியாக குறைய 1 மணி நேரம் ஆகிறது. முழு பாட்டிலும் காலியாக எத்தனை மணி நேரம்?,நேரடியாக 2 மணி என்று சொல்ல முடியாது — காலியாகும் விகிதம் தெரியவில்லை,Mathematical,Tamil
ஒரு கோழிப் பண்ணையில் 17 கோழிகள். 8-ஐ தவிர அனைத்தும் இறந்தன. எத்தனை கோழிகள் மிச்சம்?,8,Mathematical,Tamil
நீங்கள் ஒரு போட்டியில் கடைசி இடத்தில் உள்ளவரை முந்தினால் என்ன இடம் கிடைக்கும்?,கடைசிக்கு முந்தைய இடம்,Mathematical,Tamil
ஒரு கிலோமீட்டரில் எத்தனை மீட்டர்?,1000,Mathematical,Tamil
ஒரு லிட்டரில் எத்தனை மில்லிலிட்டர்?,1000,Mathematical,Tamil
ஒரு கிலோகிராமில் எத்தனை கிராம்?,1000,Mathematical,Tamil
ஒரு மீட்டரில் எத்தனை செண்டிமீட்டர்?,100,Mathematical,Tamil
2.5 கிலோ என்பது எத்தனை கிராம்?,2500 கிராம்,Mathematical,Tamil
3 லிட்டர் 500 மில்லி என்பது மொத்தம் எத்தனை மில்லி?,3500 மில்லி,Mathematical,Tamil
5 கிலோமீட்டர் என்பது எத்தனை மீட்டர்?,5000 மீட்டர்,Mathematical,Tamil
ஒரு டன் என்பது எத்தனை கிலோகிராம்?,1000 கிலோ,Mathematical,Tamil
அரை லிட்டர் என்பது எத்தனை மில்லிலிட்டர்?,500 மில்லி,Mathematical,Tamil
750 கிராம் என்பது எத்தனை கிலோ?,0.75 கிலோ (முக்கால் கிலோ),Mathematical,Tamil
அழகான பெண்ணுக்கு அதிசயமான வியாதி...,,Wordplay,Tamil
கையை வெட்டுவார்; கழுத்தை வெட்டுவார்; ஆனாலும் நல்லவர்.,தையல்காரர்,Wordplay,Tamil
சங்கீதம் பாடுபவனுக்கு சாப்பாடு இரத்தம்.,கொசு,Wordplay,Tamil
பூ பூக்கும் காய் காய்க்கும் ஆனால் பழம் பழுக்காது.,தேங்காய்,Wordplay,Tamil
"அடி அடியில் அடைபடும், முடி முடியில் முடிகிறது, நான் யார்?",புத்தகம்,Wordplay,Tamil
"கால் கால் வைத்து நடக்கிறேன், நாள் நாள் முழுதும் சுழல்கிறேன், நான் யார்?",மணி,Wordplay,Tamil
"பால் போல வெள்ளை, மேலே மெல்லை, கீழே கல்லை, நான் யார்?",தேங்காய்,Wordplay,Tamil
"மூடி மூடி வைத்தாலும், ஊடி ஊடி வருவேன், நான் யார்?",காற்று,Wordplay,Tamil
"கட்டி கட்டி போடினாலும், நட்டி நட்டி வளரும், நான் யார்?",மரம்,Wordplay,Tamil
"பட்டி பட்டி சொல்லினாலும், குத்தி குத்தி எழுதுவேன், நான் யார்?",பென்,Wordplay,Tamil
"குட்டி குட்டி கால்கள், பட்டி பட்டி நடக்கும், நான் யார்?",எறும்பு,Wordplay,Tamil
"வீடு வீடாக சுற்றுவேன், பாடு பாடாக பாடுவேன், நான் யார்?",வானொலி,Wordplay,Tamil
"தடி தடி கொண்டு அடிப்பேன், படி படியாக எழுப்பேன், நான் யார்?",முரசு,Wordplay,Tamil
"கொட்டி கொட்டி விழுவேன், பட்டி பட்டி ஓடுவேன், நான் யார்?",மழை,Wordplay,Tamil
"மணி மணி ஓசை, கணி கணி நேரம் சொல்வேன், நான் யார்?",கடிகாரம்,Wordplay,Tamil
"சின்ன சின்ன துளிகள், மின்ன மின்ன விழிகள், நான் யார்?",நட்சத்திரம்,Wordplay,Tamil
"கட்டி கட்டி கட்டினாலும், வெட்டி வெட்டி சாப்பிடுவார்கள், நான் யார்?",கேக்,Wordplay,Tamil
"தூக்கி தூக்கி போடுவார்கள், பாக்கி பாக்கி சாப்பிடுவார்கள், நான் யார்?",பழம்,Wordplay,Tamil
"பிடி பிடி வைத்தாலும், விடி விடி போய்விடுவேன், நான் யார்?",நேரம்,Wordplay,Tamil
"கொடி கொடி ஏறும், படி படி வளர்வேன், நான் யார்?",பயிர்,Wordplay,Tamil
"சுட்டு சுட்டு கொள்வேன், விட்டு விட்டு போவேன், நான் யார்?",சூரியன்,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், ஒட்டி ஒட்டி வருவேன், நான் யார்?",நிழல்,Wordplay,Tamil
"மெல்ல மெல்ல வரும், கல்ல கல்ல ஆகும், நான் யார்?",பனி,Wordplay,Tamil
"நட்டி நட்டி வளர்வேன், கட்டி கட்டி பிடிப்பேன், நான் யார்?",வள்ளி,Wordplay,Tamil
"அடி அடி அடித்தாலும், நொடி நொடி ஒலிப்பேன், நான் யார்?",மணி,Wordplay,Tamil
"முடி முடி இல்லாமல், படி படி ஏறுவேன், நான் யார்?",படிக்கட்டு,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், நட்டி நட்டி வளரும், நான் யார்?",மரம்,Wordplay,Tamil
"வெட்டி வெட்டி எடுத்தாலும், கட்டி கட்டி சேரும், நான் யார்?",மண்,Wordplay,Tamil
"சுட்டு சுட்டு சாப்பிடுவார்கள், கிட்டு கிட்டு கரையும், நான் யார்?",சாக்லேட்,Wordplay,Tamil
"தட்டி தட்டி திறப்பார்கள், மொட்டி மொட்டி ஒலிக்கும், நான் யார்?",கதவு,Wordplay,Tamil
"பிடி பிடி பிடித்தாலும், விடி விடி போகும், நான் யார்?",காற்று,Wordplay,Tamil
"மெல்ல மெல்ல வரும், சில்லு சில்லு வீசும், நான் யார்?",காற்று,Wordplay,Tamil
"கொட்டி கொட்டி விழும், பட்டி பட்டி ஓடும், நான் யார்?",மழை,Wordplay,Tamil
"சின்ன சின்ன ஒளிகள், மின்ன மின்ன தெரியும், நான் யார்?",நட்சத்திரம்,Wordplay,Tamil
"தட்டு தட்டு அடிப்பேன், ஒட்டு ஒட்டு ஒலிப்பேன், நான் யார்?",முரசு,Wordplay,Tamil
"வட்டி வட்டி சுழலும், நட்டி நட்டி நகரும், நான் யார்?",சக்கரம்,Wordplay,Tamil
"மணி மணி ஓசை, கணி கணி நேரம் சொல்வேன், நான் யார்?",கடிகாரம்,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், வெட்டி வெட்டி சாப்பிடுவார்கள், நான் யார்?",கேக்,Wordplay,Tamil
"சுட்டு சுட்டு கொள்வேன், விட்டு விட்டு போவேன், நான் யார்?",சூரியன்,Wordplay,Tamil
"மூடி மூடி வைத்தாலும், ஊடி ஊடி வருவேன், நான் யார்?",காற்று,Wordplay,Tamil
"கொடி கொடி ஏறும், படி படி வளரும், நான் யார்?",பயிர்,Wordplay,Tamil
"பிடி பிடி வைத்தாலும், கடி கடி கடிப்பேன், நான் யார்?",நாய்,Wordplay,Tamil
"கட்டி கட்டி கட்டினாலும், ஒட்டி ஒட்டி வரும், நான் யார்?",நிழல்,Wordplay,Tamil
"மெல்ல மெல்ல விழும், கல்ல கல்ல ஆகும், நான் யார்?",பனி,Wordplay,Tamil
"தூக்கி தூக்கி போடுவார்கள், பாக்கி பாக்கி சாப்பிடுவார்கள், நான் யார்?",பழம்,Wordplay,Tamil
"வீடு வீடாக சுற்றுவேன், பாடு பாடாக பாடுவேன், நான் யார்?",வானொலி,Wordplay,Tamil
"பட்டி பட்டி சொல்லுவேன், குத்தி குத்தி எழுதுவேன், நான் யார்?",பென்,Wordplay,Tamil
"குட்டி குட்டி கால்கள், பட்டி பட்டி நடக்கும், நான் யார்?",எறும்பு,Wordplay,Tamil
"அடி அடி அடித்தாலும், படி படி உயர்வேன், நான் யார்?",படிக்கட்டு,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், நட்டி நட்டி வளரும், நான் யார்?",செடி,Wordplay,Tamil
"சுட்டு சுட்டு சாப்பிடுவார்கள், கிட்டு கிட்டு கரையும், நான் யார்?",ஐஸ்,Wordplay,Tamil
"தட்டி தட்டி அடிப்பேன், ஒட்டி ஒட்டி ஒலிப்பேன், நான் யார்?",தவில்,Wordplay,Tamil
"வட்டி வட்டி சுழலும், நட்டி நட்டி நகரும், நான் யார்?",சக்கரம்,Wordplay,Tamil
"மெல்ல மெல்ல வரும், சில்லு சில்லு வீசும், நான் யார்?",காற்று,Wordplay,Tamil
"கொட்டி கொட்டி விழும், பட்டி பட்டி ஓடும், நான் யார்?",மழை,Wordplay,Tamil
"சின்ன சின்ன ஒளிகள், மின்ன மின்ன தெரியும், நான் யார்?",நட்சத்திரம்,Wordplay,Tamil
"பிடி பிடி வைத்தாலும், விடி விடி போகும், நான் யார்?",நேரம்,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், வெட்டி வெட்டி சாப்பிடுவார்கள், நான் யார்?",ரொட்டி,Wordplay,Tamil
"மூடி மூடி வைத்தாலும், ஊடி ஊடி வரும், நான் யார்?",வாசனை,Wordplay,Tamil
"கொடி கொடி ஏறும், படி படி வளரும், நான் யார்?",வள்ளி,Wordplay,Tamil
"சுட்டு சுட்டு கொள்வேன், விட்டு விட்டு போவேன், நான் யார்?",சூரியன்,Wordplay,Tamil
"மெல்ல மெல்ல விழும், கல்ல கல்ல ஆகும், நான் யார்?",பனி,Wordplay,Tamil
"தூக்கி தூக்கி போடுவார்கள், பாக்கி பாக்கி சாப்பிடுவார்கள், நான் யார்?",மிட்டாய்,Wordplay,Tamil
"வீடு வீடாக சுற்றுவேன், பாடு பாடாக பாடுவேன், நான் யார்?",பறவை,Wordplay,Tamil
"பட்டி பட்டி சொல்லுவேன், குத்தி குத்தி எழுதுவேன், நான் யார்?",பென்சில்,Wordplay,Tamil
"குட்டி குட்டி கால்கள், பட்டி பட்டி நடக்கும், நான் யார்?",பூனை,Wordplay,Tamil
"அடி அடி அடித்தாலும், படி படி உயர்வேன், நான் யார்?",படிக்கட்டு,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், நட்டி நட்டி வளரும், நான் யார்?",மரம்,Wordplay,Tamil
"சுட்டு சுட்டு சாப்பிடுவார்கள், கிட்டு கிட்டு கரையும், நான் யார்?",சாக்லேட்,Wordplay,Tamil
"தட்டி தட்டி அடிப்பேன், ஒட்டி ஒட்டி ஒலிப்பேன், நான் யார்?",முரசு,Wordplay,Tamil
"வட்டி வட்டி சுழலும், நட்டி நட்டி நகரும், நான் யார்?",சக்கரம்,Wordplay,Tamil
"மெல்ல மெல்ல வரும், சில்லு சில்லு வீசும், நான் யார்?",காற்று,Wordplay,Tamil
"கொட்டி கொட்டி விழும், பட்டி பட்டி ஓடும், நான் யார்?",மழை,Wordplay,Tamil
"சின்ன சின்ன ஒளிகள், மின்ன மின்ன தெரியும், நான் யார்?",நட்சத்திரம்,Wordplay,Tamil
"பிடி பிடி வைத்தாலும், விடி விடி போகும், நான் யார்?",காற்று,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், வெட்டி வெட்டி சாப்பிடுவார்கள், நான் யார்?",கேக்,Wordplay,Tamil
"மூடி மூடி வைத்தாலும், ஊடி ஊடி வரும், நான் யார்?",வாசனை,Wordplay,Tamil
"கொடி கொடி ஏறும், படி படி வளரும், நான் யார்?",பயிர்,Wordplay,Tamil
"சுட்டு சுட்டு கொள்வேன், விட்டு விட்டு போவேன், நான் யார்?",சூரியன்,Wordplay,Tamil
"மெல்ல மெல்ல விழும், கல்ல கல்ல ஆகும், நான் யார்?",பனி,Wordplay,Tamil
"தூக்கி தூக்கி போடுவார்கள், பாக்கி பாக்கி சாப்பிடுவார்கள், நான் யார்?",பழம்,Wordplay,Tamil
"வீடு வீடாக சுற்றுவேன், பாடு பாடாக பாடுவேன், நான் யார்?",வானொலி,Wordplay,Tamil
"பட்டி பட்டி சொல்லுவேன், குத்தி குத்தி எழுதுவேன், நான் யார்?",பென்,Wordplay,Tamil
"குட்டி குட்டி கால்கள், பட்டி பட்டி நடக்கும், நான் யார்?",எறும்பு,Wordplay,Tamil
"அடி அடி அடித்தாலும், படி படி உயர்வேன், நான் யார்?",படிக்கட்டு,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், நட்டி நட்டி வளரும், நான் யார்?",செடி,Wordplay,Tamil
"சுட்டு சுட்டு சாப்பிடுவார்கள், கிட்டு கிட்டு கரையும், நான் யார்?",ஐஸ்,Wordplay,Tamil
"தட்டி தட்டி அடிப்பேன், ஒட்டி ஒட்டி ஒலிப்பேன், நான் யார்?",தவில்,Wordplay,Tamil
"வட்டி வட்டி சுழலும், நட்டி நட்டி நகரும், நான் யார்?",சக்கரம்,Wordplay,Tamil
"மெல்ல மெல்ல வரும், சில்லு சில்லு வீசும், நான் யார்?",காற்று,Wordplay,Tamil
"கொட்டி கொட்டி விழும், பட்டி பட்டி ஓடும், நான் யார்?",மழை,Wordplay,Tamil
"சின்ன சின்ன ஒளிகள், மின்ன மின்ன தெரியும், நான் யார்?",நட்சத்திரம்,Wordplay,Tamil
"பிடி பிடி வைத்தாலும், விடி விடி போகும், நான் யார்?",நேரம்,Wordplay,Tamil
"கட்டி கட்டி வைத்தாலும், வெட்டி வெட்டி சாப்பிடுவார்கள், நான் யார்?",ரொட்டி,Wordplay,Tamil
"மூடி மூடி வைத்தாலும், ஊடி ஊடி வரும், நான் யார்?",வாசனை,Wordplay,Tamil
"கொடி கொடி ஏறும், படி படி வளரும், நான் யார்?",வள்ளி,Wordplay,Tamil
"சுட்டு சுட்டு கொள்வேன், விட்டு விட்டு போவேன், நான் யார்?",சூரியன்,Wordplay,Tamil
"மெல்ல மெல்ல விழும், கல்ல கல்ல ஆகும், நான் யார்?",பனி,Wordplay,Tamil
"தூக்கி தூக்கி போடுவார்கள், பாக்கி பாக்கி சாப்பிடுவார்கள், நான் யார்?",மிட்டாய்,Wordplay,Tamil
"வீடு வீடாக சுற்றுவேன், பாடு பாடாக பாடுவேன், நான் யார்?",பறவை,Wordplay,Tamil
"பட்டி பட்டி சொல்லுவேன், குத்தி குத்தி எழுதுவேன், நான் யார்?",பென்சில்,Wordplay,Tamil
"குட்டி குட்டி கால்கள், பட்டி பட்டி நடக்கும், நான் யார்?",பூனை,Wordplay,Tamil
